UserId,TrajScore,TypeScore,AllScore
0,0.55928814,0.9465601,0.7529241
1,0.6533453,0.99423516,0.8237902
2,0.88489634,0.9680126,0.9264544
3,0.8431251,0.89225835,0.86769176
4,0.7663735,0.9645412,0.86545736
5,0.7051288,0.9544139,0.82977134
6,0.7434761,0.9961877,0.8698319
7,0.78647906,0.9686947,0.87758684
8,0.7232216,0.96830684,0.8457642
9,0.7115253,0.99657947,0.8540524
10,0.7213843,0.96754336,0.8444638
11,0.8267696,0.9661662,0.8964679
12,0.6606615,0.968319,0.81449026
13,0.4331278,0.95889425,0.696011
14,0.050238732,0.3028136,0.17652616
15,0.6955916,0.96513927,0.8303654
16,0.72450763,0.91062963,0.81756866
17,0.7521616,0.9725344,0.862348
18,0.8664787,0.9690938,0.91778624
19,0.8742236,0.9575293,0.91587645
20,0.88388693,0.96716475,0.92552584
21,0.7388148,0.96188337,0.85034907
22,0.88384426,0.96878916,0.92631674
23,0.8542106,0.96863097,0.9114208
24,0.52980626,0.9831139,0.7564601
25,0.65965915,0.96813655,0.81389785
26,0.33338296,0.6374512,0.48541707
27,0.5701286,0.9110529,0.74059075
28,0.7103663,0.96689844,0.83863235
29,0.73675185,0.9701797,0.8534658
30,0.7682531,0.9313731,0.8498131
31,0.8340972,0.9684732,0.9012852
32,0.4345755,0.9650051,0.6997903
33,0.695763,0.9681731,0.83196807
34,0.437339,0.9561908,0.69676495
35,0.6924566,0.9539412,0.8231989
36,0.7310593,0.9670645,0.8490619
37,0.55644083,0.96789265,0.76216674
38,0.7476545,0.94895244,0.84830344
39,0.9040547,0.9674236,0.93573916
40,0.79234564,0.9667514,0.87954855
41,0.87120616,0.968083,0.9196446
42,0.79058474,0.96306574,0.8768252
43,0.49619645,0.9527296,0.724463
44,0.8277929,0.9680637,0.8979283
45,0.65610504,0.96754086,0.81182295
46,0.7274144,0.958994,0.8432042
47,0.6024479,0.9667247,0.7845863
48,0.8382836,0.99510497,0.9166943
49,0.8324791,0.9640744,0.89827675
50,0.751221,0.9616817,0.8564514
51,0.86562693,0.9968937,0.93126035
52,0.6257092,0.96456957,0.7951394
53,0.89562416,0.9677897,0.9317069
54,0.5070492,0.9611114,0.7340803
55,0.8324627,0.9653145,0.8988886
56,0.6849792,0.9735864,0.82928276
57,0.6783033,0.99499387,0.8366486
58,0.91207373,0.9657389,0.9389063
59,0.76537156,0.9543894,0.85988045
60,0.7419423,0.9644871,0.8532147
61,0.65367347,0.9610692,0.8073714
62,0.82144016,0.9889203,0.9051802
63,0.790692,0.96652484,0.8786084
64,0.37757522,0.968537,0.6730561
65,0.60462165,0.96769106,0.78615636
66,0.6592801,0.96325386,0.811267
67,0.61873525,0.96790713,0.7933212
68,0.90918547,0.95750386,0.93334466
69,0.66420394,0.96869993,0.8164519
70,0.6094555,0.8158228,0.71263915
71,0.69032615,0.96002555,0.8251759
72,0.8846887,0.9686219,0.9266553
73,0.95674586,0.96691734,0.96183157
74,0.65760106,0.76033133,0.7089662
75,0.8579255,0.9883498,0.92313766
76,0.849344,0.9535301,0.90143704
77,0.7219403,0.9658966,0.84391844
78,0.64677596,0.9963649,0.8215704
79,0.3284073,0.96496326,0.64668524
80,0.8024505,0.999334,0.90089226
81,0.83009917,0.97193485,0.901017
82,0.9347042,0.9730561,0.95388013
83,0.80599,0.9701563,0.88807315
84,0.119867764,0.25644577,0.18815677
85,0.8345322,0.96801734,0.9012748
86,0.83399844,0.9680698,0.9010341
87,0.79127246,0.96911174,0.8801921
88,0.772776,0.9646054,0.8686907
89,0.7961395,0.8801284,0.83813393
90,0.72545916,0.9683812,0.8469202
91,0.7490155,0.88407165,0.8165436
92,0.3620045,0.9218544,0.64192945
93,0.85329276,0.9790884,0.9161906
94,0.4551331,0.96886903,0.7120011
95,0.8338429,0.9681709,0.9010069
96,0.684981,0.96739644,0.8261887
97,0.69431025,0.9677947,0.8310525
98,0.6860129,0.79817414,0.74209356
99,0.515601,0.940294,0.7279475
100,0.8014362,0.99539775,0.898417
101,0.6056999,0.9682596,0.78697973
102,0.86393094,0.9676491,0.91579
103,0.6346628,0.96831,0.8014864
104,0.7450362,0.96771383,0.856375
105,0.8888594,0.96889025,0.92887485
106,0.7735291,0.96582115,0.86967516
107,0.5924994,0.9605618,0.7765306
108,0.49710384,0.9681594,0.7326316
109,0.594561,0.9510166,0.77278876
110,0.68175,0.96432406,0.823037
111,0.8891327,0.9943362,0.94173443
112,0.67319703,0.96812594,0.8206615
113,0.6851173,0.94885164,0.8169845
114,0.7332142,0.96766406,0.85043913
115,0.63212633,0.9685762,0.80035126
116,0.6958414,0.93185693,0.81384915
117,0.85398734,0.9667536,0.91037047
118,0.84761447,0.969674,0.9086442
119,0.7218842,0.8123744,0.7671293
120,0.68489975,0.96488845,0.8248941
121,0.7736176,0.9970563,0.885337
122,0.63804424,0.9810549,0.80954957
123,0.92652655,0.98329693,0.9549117
124,0.86929464,0.96751183,0.91840327
125,0.7242177,0.9960261,0.8601219
126,0.6538105,0.9959617,0.8248861
127,0.7144626,0.8543068,0.7843847
128,0.89548904,0.9665203,0.93100464
129,0.78830135,0.9654299,0.8768656
130,0.80225295,0.9632103,0.8827316
131,0.80701864,0.9665219,0.88677025
132,0.5434065,0.9154732,0.72943985
133,0.893559,0.96548945,0.9295242
134,0.81050074,0.96155524,0.886028
135,0.612554,0.99951667,0.80603534
136,0.7744048,0.962505,0.86845493
137,0.8017104,0.98907137,0.89539087
138,0.71349853,0.9533057,0.83340216
139,0.7525572,0.96612895,0.85934305
140,0.79104483,0.96107084,0.87605786
141,0.63980925,0.9685836,0.8041964
142,0.57666385,0.9700848,0.7733743
143,0.7856852,0.99585515,0.8907702
144,0.58383346,0.94241416,0.7631238
145,0.7268659,0.8306776,0.77877176
146,0.390107,0.9489677,0.66953737
147,0.803064,0.99334216,0.8982031
148,0.7650292,0.9682119,0.86662054
149,0.6969001,0.96454656,0.83072335
150,0.70529926,0.9663431,0.83582115
151,0.81705725,0.96685153,0.8919544
152,0.6800006,0.9655927,0.82279664
153,0.8801877,0.90131444,0.89075106
154,0.8335896,0.96815217,0.9008709
155,0.64070845,0.9548817,0.79779506
156,0.8612037,0.960696,0.9109498
157,0.5817631,0.9985808,0.790172
158,0.88466406,0.93395954,0.9093118
159,0.8095723,0.96828115,0.88892674
160,0.72492576,0.95864177,0.84178376
161,0.6676109,0.9691522,0.81838155
162,0.8151761,0.926492,0.87083405
163,0.6950715,0.9682761,0.8316738
164,0.6585657,0.9668633,0.81271446
165,0.8187011,0.95541537,0.88705826
166,0.86216426,0.95748687,0.90982556
167,0.7762953,0.96397495,0.8701351
168,0.8246218,0.9693725,0.89699715
169,0.6928042,0.9968235,0.8448138
170,0.44264022,0.96675134,0.70469576
171,0.80828494,0.8603169,0.8343009
172,0.82665026,0.9915899,0.9091201
173,0.71424407,0.99673915,0.85549164
174,0.4922643,0.96324545,0.7277549
175,0.4460335,0.9351478,0.6905907
176,0.7939685,0.9661218,0.8800452
177,0.6361782,0.9411423,0.7886603
178,0.6468766,0.9686826,0.80777955
179,0.79619175,0.96766067,0.8819262
180,0.87018466,0.9685283,0.91935647
181,0.89972144,0.9495064,0.92461395
182,0.7459701,0.99669635,0.87133324
183,0.8441704,0.9684694,0.90631986
184,0.7080268,0.9552951,0.831661
185,0.644216,0.9653344,0.80477524
186,0.51255727,0.99715006,0.75485367
187,0.8426724,0.96808976,0.9053811
188,0.7512284,0.9667321,0.85898024
189,0.6982385,0.8611008,0.77966964
190,0.7722027,0.96935034,0.87077653
191,0.6005942,0.9688948,0.7847445
192,0.7535232,0.9666866,0.8601049
193,0.36058286,0.85687864,0.60873073
194,0.8609235,0.9677482,0.91433585
195,0.7719204,0.9662302,0.8690753
196,0.63802874,0.9690249,0.8035268
197,0.9201474,0.9667195,0.94343346
198,0.7692036,0.9655296,0.8673666
199,0.63633466,0.9645051,0.80041987
200,0.7355448,0.9671462,0.85134554
201,0.5407284,0.68780726,0.6142678
202,0.7907347,0.9034411,0.84708786
203,0.69181174,0.86722285,0.7795173
204,0.49427682,0.9922926,0.7432847
205,0.6820967,0.99933463,0.84071565
206,0.85033333,0.9514037,0.90086854
207,0.8024746,0.9682287,0.88535166
208,0.917501,0.96792006,0.9427105
209,0.8291301,0.9696871,0.8994086
210,0.78919196,0.97043914,0.8798156
211,0.8094266,0.96097076,0.8851987
212,0.5565866,0.96670806,0.76164734
213,0.46185893,0.8815526,0.6717057
214,0.80070585,0.96777403,0.8842399
215,0.8215136,0.96615374,0.89383364
216,0.61896485,0.96572787,0.79234636
217,0.81878024,0.99635804,0.90756917
218,0.61178994,0.82838446,0.7200872
219,0.6162919,0.9671131,0.7917025
220,0.7705539,0.9693313,0.8699426
221,0.8567241,0.9434311,0.9000776
222,0.7737806,0.8329796,0.80338013
223,0.6826688,0.9653273,0.8239981
224,0.7682561,0.9618118,0.865034
225,0.6326101,0.95719326,0.79490167
226,0.7824031,0.96731454,0.87485886
227,0.5920279,0.87725806,0.734643
228,0.76941144,0.9411963,0.8553039
229,0.60816616,0.9645728,0.78636944
230,0.48741272,0.76912504,0.6282689
231,0.7183514,0.9654329,0.8418921
232,0.6880859,0.96982247,0.8289542
233,0.6468438,0.9961999,0.8215219
234,0.8404222,0.9676089,0.90401554
235,0.54379797,0.94284505,0.74332154
236,0.5924219,0.9856347,0.7890283
237,0.72412026,0.9970231,0.8605717
238,0.620875,0.9653139,0.79309446
239,0.6032909,0.9673115,0.7853012
240,0.8605378,0.96681774,0.9136778
241,0.7840596,0.94143856,0.8627491
242,0.6310284,0.9683877,0.79970807
243,0.7964839,0.96862495,0.8825544
244,0.53900206,0.9994713,0.7692367
245,0.7180191,0.9692661,0.8436426
246,0.5955094,0.828987,0.7122482
247,0.6703765,0.9681308,0.8192537
248,0.68846357,0.9644137,0.82643867
249,0.90814453,0.9675716,0.9378581
250,0.8428544,0.99755037,0.9202024
251,0.8201434,0.9686507,0.894397
252,0.6277913,0.93119514,0.7794932
253,0.75825477,0.99059343,0.8744241
254,0.810768,0.8657219,0.8382449
255,0.70469224,0.9667576,0.83572495
256,0.62919885,0.96743554,0.7983172
257,0.7564627,0.95680845,0.8566356
258,0.62679046,0.9656659,0.7962282
259,0.61019593,0.96508104,0.7876385
260,0.738933,0.9669833,0.8529582
261,0.7594136,0.9634483,0.86143094
262,0.6130836,0.9611121,0.7870978
263,0.9042094,0.9981581,0.95118374
264,0.8053486,0.9656074,0.885478
265,0.7336238,0.990629,0.8621264
266,0.7555925,0.96800584,0.8617992
267,0.7246626,0.9679941,0.8463284
268,0.5640737,0.96983844,0.7669561
269,0.5911283,0.9459752,0.7685517
270,0.6199713,0.96728015,0.7936257
271,0.74359584,0.94074297,0.8421694
272,0.37312773,0.9693554,0.6712416
273,0.6059767,0.9699788,0.78797776
274,0.9046502,0.96757764,0.93611395
275,0.58414394,0.96997774,0.77706087
276,0.6465881,0.9699928,0.8082905
277,0.83468837,0.9665032,0.9005958
278,0.85334355,0.9611329,0.90723825
279,0.68259066,0.9614303,0.8220105
280,0.67775196,0.9578736,0.8178128
281,0.91784495,0.965724,0.9417845
282,0.887379,0.9106832,0.8990311
283,0.5176119,0.93135655,0.7244842
284,0.77208406,0.9193623,0.84572315
285,0.9038054,0.9665502,0.9351778
286,0.7625553,0.9656837,0.8641195
287,0.6678584,0.95945525,0.8136568
288,0.8144871,0.9981288,0.90630794
289,0.93034506,0.9389706,0.9346578
290,0.6699722,0.94226825,0.8061202
291,0.84826523,0.96869475,0.90848
292,0.74429923,0.96770275,0.856001
293,0.7278672,0.9965402,0.8622037
294,0.54154915,0.96113765,0.75134337
295,0.7064174,0.96643245,0.83642495
296,0.64260906,0.96978843,0.8061987
297,0.7516566,0.8379412,0.7947989
298,0.60073274,0.99668396,0.7987083
