UserId,TrajScore,TypeScore,AllScore
0,0.7462499,0.970238,0.85824394
1,0.868428,0.97023845,0.9193332
2,0.6613843,0.96910083,0.8152425
3,0.7605105,0.9672443,0.8638774
4,0.8012102,0.9699622,0.8855862
5,0.6663405,0.9790554,0.82269794
6,0.8556672,0.96984726,0.9127572
7,0.84912527,0.9673224,0.90822387
8,0.75210345,0.996063,0.8740832
9,0.6453053,0.9780555,0.8116804
10,0.83995926,0.96029127,0.90012527
11,0.80107474,0.979487,0.89028084
12,0.21212713,0.124971926,0.16854954
13,0.16733852,0.20713463,0.18723658
14,0.69330096,0.9698518,0.83157635
15,0.62003845,0.96634066,0.7931895
16,0.77279097,0.97966516,0.8762281
17,0.6738215,0.97852576,0.82617366
18,0.67909133,0.98122084,0.8301561
19,0.65463793,0.93136656,0.79300225
20,0.87936807,0.97059566,0.92498183
21,0.7878118,0.91305566,0.8504337
22,0.67009777,0.994869,0.8324834
23,0.7507295,0.9432679,0.8469987
24,0.8449394,0.91388965,0.87941456
25,0.9139388,0.9695653,0.9417521
26,0.63603246,0.5796466,0.6078395
27,0.9062453,0.9688292,0.93753725
28,0.85742575,0.972463,0.9149444
29,0.65445006,0.94872737,0.8015887
30,0.5409272,0.9802642,0.7605957
31,0.7706004,0.9699585,0.87027943
32,0.9224226,0.9689376,0.9456801
33,0.69317126,0.9568211,0.8249962
34,0.72589964,0.97022647,0.84806305
35,0.78460133,0.96813065,0.876366
36,0.6329624,0.96723425,0.8000983
37,0.7186282,0.8883176,0.8034729
38,0.7674927,0.99647075,0.88198173
39,0.7757338,0.9669915,0.8713627
40,0.7800563,0.9705459,0.8753011
41,0.78419137,0.97042376,0.87730753
42,0.8050137,0.97193706,0.8884754
43,0.47754416,0.97992057,0.72873235
44,0.4646309,0.9600389,0.7123349
45,0.8778897,0.9545963,0.91624296
46,0.47413948,0.9580114,0.7160754
47,0.6187351,0.98144424,0.80008966
48,0.6839909,0.9810746,0.83253276
49,0.6282319,0.8462953,0.73726356
50,0.6102165,0.97020274,0.79020965
51,0.839948,0.9667605,0.9033543
52,0.6568987,0.99574184,0.8263203
53,0.77525973,0.9679067,0.8715832
54,0.7927681,0.89954054,0.84615433
55,0.6836355,0.96800333,0.8258194
56,0.9188124,0.959502,0.9391572
57,0.5368048,0.60440695,0.5706059
58,0.70937926,0.9467737,0.8280765
59,0.6326809,0.9595986,0.7961397
60,0.77157444,0.9663175,0.86894596
61,0.7103457,0.99587226,0.853109
62,0.8303742,0.96197677,0.8961755
63,0.8810109,0.9693141,0.9251625
64,0.7663573,0.9974626,0.88190997
65,0.76004833,0.9705064,0.8652774
66,0.6369385,0.9909479,0.8139432
67,0.7083503,0.9347455,0.82154787
68,0.88400793,0.9499862,0.9169971
69,0.5783088,0.97138774,0.7748483
70,0.75801146,0.9691227,0.8635671
71,0.8050202,0.9615655,0.88329285
72,0.74063563,0.9666852,0.8536604
73,0.65692115,0.9791678,0.8180445
74,0.64460015,0.8274804,0.73604023
75,0.84604293,0.9504529,0.89824796
76,0.5921761,0.8817126,0.7369443
77,0.6156473,0.96823823,0.7919428
78,0.8618786,0.9795892,0.9207339
79,0.45310536,0.9812063,0.7171558
80,0.653374,0.9676285,0.8105012
81,0.64357626,0.969545,0.80656064
82,0.93132067,0.9704224,0.9508715
83,0.50567675,0.9680889,0.7368828
84,0.5817019,0.9791316,0.7804167
85,0.83078265,0.9707157,0.9007492
86,0.71978325,0.9705415,0.8451624
87,0.7557796,0.9615161,0.8586478
88,0.8390158,0.9691784,0.9040971
89,0.7664748,0.9783579,0.8724164
90,0.72752535,0.9907189,0.85912216
91,0.7616303,0.96897537,0.8653028
92,0.8569381,0.95775187,0.907345
93,0.703231,0.96511984,0.8341754
94,0.6379083,0.9285524,0.7832303
95,0.6849009,0.96123254,0.8230667
96,0.4410437,0.9174344,0.67923903
97,0.6454777,0.9812729,0.8133753
98,0.71146953,0.979512,0.84549075
99,0.7695008,0.9684507,0.86897576
100,0.6728739,0.9813579,0.8271159
101,0.9257768,0.98822963,0.95700324
102,0.72761977,0.96004313,0.8438314
103,0.70545185,0.9791214,0.8422866
104,0.7910179,0.9672747,0.87914634
105,0.7124021,0.96820724,0.8403047
106,0.81745875,0.95337176,0.88541526
107,0.69703066,0.99835175,0.8476912
108,0.8139662,0.9696555,0.8918109
109,0.73411644,0.9701157,0.8521161
110,0.89947367,0.9681479,0.9338108
111,0.7368697,0.9756726,0.85627115
112,0.6536243,0.96713305,0.8103787
113,0.697191,0.97036713,0.8337791
114,0.84771514,0.99655056,0.92213285
115,0.8553194,0.96805304,0.9116862
116,0.8098094,0.9696131,0.88971126
117,0.73723114,0.803162,0.77019656
118,0.5229324,0.84915143,0.68604195
119,0.74777514,0.97860247,0.8631888
120,0.8667562,0.9668799,0.916818
121,0.9167429,0.97031474,0.94352883
122,0.57323694,0.93477136,0.7540041
123,0.55107427,0.9976547,0.7743645
124,0.77346027,0.9660781,0.8697692
125,0.69373673,0.95991933,0.826828
126,0.41750133,0.89938897,0.6584451
127,0.5970522,0.98179185,0.78942204
128,0.7214682,0.9607986,0.8411334
129,0.61843026,0.9807166,0.7995734
130,0.9054653,0.9673078,0.9363866
131,0.8795913,0.9700719,0.9248316
132,0.6438874,0.9640328,0.8039601
133,0.93643486,0.9809944,0.9587146
134,0.82912993,0.9937253,0.9114276
135,0.58258575,0.97916174,0.7808738
136,0.8231305,0.99624115,0.90968585
137,0.6852033,0.96961707,0.8274102
138,0.61256355,0.9578764,0.78521997
139,0.89158213,0.9696976,0.93063986
140,0.80111986,0.96995497,0.8855374
141,0.71117216,0.9960102,0.8535912
142,0.77283084,0.956322,0.86457646
143,0.5837424,0.9648715,0.77430695
144,0.70881885,0.970093,0.83945596
145,0.7357053,0.97169757,0.8537015
146,0.81418365,0.9901889,0.9021863
147,0.6295895,0.9790478,0.80431867
148,0.471874,0.9820752,0.7269746
149,0.34922048,0.9427285,0.6459745
150,0.52072304,0.90853375,0.7146284
151,0.8352896,0.98099536,0.90814245
152,0.6786236,0.9649615,0.8217926
153,0.8044686,0.9692956,0.88688207
154,0.78382933,0.9808691,0.88234925
155,0.54698765,0.96905583,0.7580217
156,0.69601375,0.9953152,0.8456645
157,0.8577342,0.99658346,0.92715883
158,0.5756505,0.996513,0.7860818
159,0.7449991,0.98532325,0.8651612
160,0.8371785,0.9701991,0.9036888
161,0.78553,0.9263535,0.8559418
162,0.8591876,0.96354246,0.91136503
163,0.67812043,0.9998431,0.83898175
164,0.83541316,0.9678397,0.90162647
165,0.72632915,0.9543184,0.8403238
166,0.70362914,0.96000785,0.83181846
167,0.8012164,0.92636687,0.86379164
168,0.6583718,0.98147684,0.81992435
169,0.7589797,0.9700206,0.86450016
170,0.9581595,0.9793813,0.9687704
171,0.4473944,0.9176619,0.68252814
172,0.7713288,0.96843815,0.8698835
173,0.79893714,0.96966845,0.8843028
174,0.90745294,0.9922535,0.9498532
175,0.8079639,0.97018784,0.8890759
176,0.80042964,0.9752109,0.88782024
177,0.93375003,0.9701274,0.95193875
178,0.83091414,0.9710616,0.90098786
179,0.5439297,0.9231626,0.73354614
180,0.7963802,0.9634137,0.879897
181,0.8796656,0.97015876,0.9249122
182,0.84991205,0.9659858,0.9079489
183,0.8521499,0.966389,0.90926945
184,0.55838865,0.97878474,0.7685867
185,0.74423987,0.96666366,0.85545176
186,0.6400694,0.98099107,0.81053025
187,0.83217216,0.96574664,0.8989594
188,0.5923411,0.8344761,0.7134086
189,0.8729596,0.97321045,0.92308503
190,0.6014929,0.95129734,0.7763951
191,0.68648744,0.9465695,0.81652844
192,0.902237,0.9566148,0.9294259
193,0.64029306,0.855688,0.7479905
194,0.6931116,0.9670923,0.83010197
195,0.9200708,0.9785887,0.94932973
196,0.7098682,0.9794173,0.84464276
197,0.7968932,0.97233313,0.88461316
198,0.82094467,0.9688836,0.89491415
199,0.73557246,0.9557016,0.845637
200,0.7489499,0.9695147,0.8592323
201,0.72000945,0.9954164,0.8577129
202,0.6048011,0.9319321,0.7683666
203,0.85791004,0.97215194,0.91503096
204,0.6006703,0.93218565,0.766428
205,0.8055579,0.9609948,0.88327634
206,0.70823264,0.9679725,0.8381026
207,0.82000893,0.9732207,0.8966148
208,0.6584879,0.96313775,0.81081283
209,0.7535539,0.99611765,0.8748358
210,0.8686948,0.95943296,0.9140639
211,0.6384314,0.9836689,0.8110502
212,0.8452699,0.9972752,0.9212725
213,0.7920472,0.9656502,0.8788487
214,0.8922018,0.9708875,0.93154466
215,0.7175261,0.93337977,0.8254529
216,0.88013494,0.96849495,0.924315
217,0.77317077,0.9864538,0.87981224
218,0.7638778,0.9689683,0.866423
219,0.8563765,0.9798515,0.918114
220,0.48250675,0.9873164,0.73491156
221,0.57684624,0.9996359,0.788241
222,0.8465521,0.962813,0.9046825
223,0.817479,0.97005063,0.89376485
224,0.67351276,0.9687835,0.82114816
225,0.36394802,0.13615939,0.2500537
226,0.7117365,0.96794677,0.8398416
227,0.7305939,0.83212245,0.7813582
228,0.8480384,0.9657093,0.9068738
229,0.76539576,0.9957611,0.8805784
230,0.6959184,0.96720076,0.83155954
231,0.5752455,0.9269783,0.75111187
232,0.48679867,0.9799474,0.73337305
233,0.5545506,0.9798367,0.7671937
234,0.7130626,0.96961045,0.8413365
235,0.55939627,0.9994762,0.77943623
236,0.8811322,0.96869063,0.9249114
237,0.86270034,0.96857005,0.9156352
238,0.487026,0.96287376,0.7249499
239,0.6346986,0.9974623,0.81608045
240,0.39988437,0.979403,0.6896437
241,0.7767714,0.9663889,0.8715801
242,0.7068709,0.96958655,0.8382287
243,0.92383415,0.9669081,0.94537115
244,0.82544553,0.94249487,0.8839702
245,0.722325,0.9638809,0.84310293
246,0.6841311,0.96920615,0.8266686
247,0.7895195,0.95089346,0.8702065
248,0.75760424,0.9683202,0.86296225
249,0.4406565,0.9785324,0.7095944
250,0.85661113,0.9687164,0.91266376
251,0.76424235,0.95960504,0.8619237
252,0.35104296,0.9101353,0.6305891
253,0.7212626,0.9688926,0.8450776
254,0.6119276,0.9632185,0.7875731
255,0.46550167,0.8889974,0.67724955
256,0.8474182,0.9681007,0.9077594
257,0.8098529,0.9647236,0.8872882
258,0.65544266,0.96679527,0.81111896
259,0.69196904,0.9673203,0.8296447
260,0.711502,0.9406266,0.82606435
261,0.7186368,0.9709362,0.8447865
262,0.9221404,0.97709906,0.94961977
263,0.8266416,0.9684364,0.897539
264,0.64958686,0.9961382,0.8228625
265,0.6713907,0.9798654,0.82562804
266,0.78725755,0.95238566,0.8698216
267,0.8232053,0.9678819,0.8955436
268,0.8641951,0.99580836,0.93000174
269,0.8436049,0.97849214,0.91104853
270,0.5519315,0.9771998,0.76456565
271,0.7741198,0.970762,0.87244093
272,0.90189326,0.96833956,0.9351164
273,0.8184406,0.9710916,0.8947661
274,0.85955083,0.96599776,0.9127743
275,0.67878336,0.995834,0.83730865
276,0.69947755,0.8824618,0.79096967
277,0.71327996,0.9691668,0.84122336
278,0.8999235,0.96283996,0.9313817
279,0.63477844,0.9700987,0.80243856
280,0.6813081,0.9472191,0.8142636
281,0.6939846,0.96406156,0.8290231
282,0.6148108,0.9576156,0.7862132
283,0.7169378,0.95570046,0.8363191
284,0.6657545,0.96935576,0.8175551
285,0.89755297,0.9693314,0.9334422
286,0.7851565,0.9657753,0.87546587
287,0.65435994,0.97716606,0.815763
288,0.80095714,0.9890678,0.8950125
289,0.8398773,0.96073115,0.9003042
290,0.51051855,0.979138,0.7448283
291,0.7787208,0.96015954,0.8694402
292,0.5376073,0.9816643,0.7596358
293,0.8111309,0.97315806,0.89214444
294,0.9198411,0.9693976,0.94461936
295,0.8094725,0.980688,0.8950802
296,0.8673847,0.9647757,0.9160802
297,0.5241832,0.9064386,0.71531093
298,0.85105234,0.96677,0.90891117
299,0.6409818,0.86442685,0.7527043
300,0.74583805,0.96689963,0.85636884
301,0.8213068,0.8635739,0.84244037
302,0.40637848,0.809924,0.60815126
303,0.62260354,0.9569027,0.7897531
304,0.8197733,0.9953614,0.9075674
305,0.8096146,0.96482325,0.88721895
306,0.83047706,0.96834636,0.8994117
307,0.6519549,0.9698116,0.8108833
308,0.68990546,0.962901,0.82640326
309,0.71992743,0.8644746,0.79220104
310,0.7245964,0.9564681,0.84053224
311,0.84589016,0.9687629,0.9073265
312,0.81405944,0.9681786,0.891119
313,0.77919686,0.9807404,0.87996864
314,0.74786735,0.9820922,0.86497974
315,0.7271602,0.9698363,0.8484982
316,0.86484927,0.98057514,0.9227122
317,0.6121187,0.7273518,0.66973525
318,0.68592674,0.9674728,0.82669973
319,0.70589286,0.9662911,0.836092
320,0.8517048,0.95996547,0.90583515
321,0.60457623,0.9685357,0.786556
322,0.6466482,0.9613892,0.80401874
323,0.7520593,0.9687356,0.86039746
324,0.6183305,0.9806282,0.79947937
325,0.8409055,0.96863323,0.90476936
326,0.80642873,0.99605334,0.90124106
327,0.55230224,0.9697458,0.761024
328,0.78454804,0.97084653,0.8776973
329,0.6915838,0.97401404,0.83279896
330,0.34158757,0.8132871,0.57743734
331,0.82976633,0.96957695,0.8996717
332,0.9321576,0.99669135,0.9644245
333,0.7731837,0.9694964,0.87134004
334,0.5278162,0.90993464,0.7188754
335,0.6645853,0.96924365,0.81691444
336,0.67173326,0.937207,0.8044701
337,0.8930504,0.97778434,0.93541735
338,0.717446,0.9707773,0.8441117
339,0.75463635,0.9957577,0.87519705
340,0.54816777,0.96594465,0.75705624
341,0.6964641,0.9945844,0.84552425
342,0.7271778,0.9496337,0.8384057
343,0.71689665,0.97103155,0.8439641
344,0.690853,0.9444831,0.8176681
345,0.7718106,0.9692297,0.8705201
346,0.76475805,0.979394,0.87207603
347,0.67920935,0.96933556,0.82427245
348,0.79343456,0.9587042,0.87606937
349,0.87543845,0.9549223,0.9151804
350,0.75601107,0.9413098,0.84866047
351,0.6064935,0.9669433,0.78671837
352,0.77638876,0.9684994,0.8724441
353,0.5403525,0.9372859,0.73881924
354,0.8873211,0.96964985,0.9284855
355,0.777165,0.9690038,0.8730844
356,0.6803822,0.9254257,0.80290395
357,0.8692,0.9821399,0.9256699
358,0.66636527,0.99676144,0.83156335
359,0.69006234,0.958914,0.82448816
360,0.7764598,0.962468,0.8694639
361,0.59668297,0.97891295,0.7877979
362,0.486686,0.97875595,0.732721
363,0.78390443,0.9876698,0.8857871
364,0.5859288,0.9978288,0.7918788
365,0.82458556,0.9826437,0.90361464
366,0.8007249,0.9867087,0.8937168
367,0.9045455,0.9675925,0.936069
368,0.6644296,0.9669788,0.8157042
369,0.68162704,0.97646594,0.8290465
370,0.5984087,0.98060083,0.78950477
371,0.75498873,0.7033442,0.7291665
372,0.75931376,0.971206,0.8652599
373,0.7464021,0.9615513,0.8539767
374,0.8243425,0.97786796,0.9011052
375,0.77652997,0.9693564,0.87294316
376,0.838843,0.9605065,0.8996748
377,0.73189193,0.9705092,0.8512006
378,0.6888579,0.9697616,0.82930976
379,0.81652015,0.9768779,0.8966991
380,0.6578022,0.9691716,0.81348693
381,0.64516336,0.88096434,0.76306385
382,0.7729595,0.9738921,0.8734258
383,0.34913784,0.9792045,0.66417116
384,-0.04620658,0.2635625,0.10867796
385,0.8358071,0.96637255,0.9010898
386,0.83464354,0.9696649,0.9021542
387,0.70382965,0.96328914,0.8335594
388,0.79097617,0.9973066,0.8941414
389,0.6428708,0.9699732,0.806422
390,0.57875997,0.9827926,0.78077626
391,0.8637334,0.9709678,0.91735065
392,0.48214632,0.97989714,0.73102176
393,0.6994154,0.8786875,0.7890514
394,0.56764644,0.9575994,0.76262295
395,0.8395495,0.9689021,0.9042258
396,0.68231326,0.99500114,0.8386572
397,0.6734137,0.97032326,0.8218685
398,0.6677183,0.9689713,0.81834483
399,0.7318606,0.9708898,0.8513752
400,0.6284148,0.90017986,0.76429737
401,0.80283386,0.9796062,0.89122003
402,0.7364064,0.9496571,0.84303176
403,0.8778367,0.96965235,0.92374456
404,0.8598372,0.9683796,0.9141084
